year,region,rayon,dem,prorus
2007,Серединний пояс,Знам'янський район,0.4910,0.3653
2007,Серединний пояс,Ємільчинський район,0.4969,0.3471
2007,Серединний пояс,Миргородський район,0.5007,0.3170
2007,Серединний пояс,Новоархангельський район,0.5135,0.3420
2007,Серединний пояс,м. Лубни,0.5143,0.3353
2007,Серединний пояс,м. Сміла,0.5156,0.3430
2007,Серединний пояс,Козельщинський район,0.5185,0.3154
2007,Серединний пояс,м. Ватутіне,0.5189,0.3393
2007,Серединний пояс,Коростишівський район,0.5190,0.2981
2007,Серединний пояс,Овруцький район,0.5197,0.3385
2007,Серединний пояс,Народицький район,0.5199,0.2116
2007,Серединний пояс,м. Могилів-Подільський,0.5225,0.3444
2007,Серединний пояс,м. Полтава,0.5231,0.3423
2007,Серединний пояс,м. Кіровоград,0.5237,0.3388
2007,Серединний пояс,Карлівський район,0.5250,0.3093
2007,Серединний пояс,м. Житомир,0.5274,0.3159
2007,Серединний пояс,Вільшанський район,0.5279,0.3254
2007,Серединний пояс,Кобиляцький район,0.5360,0.2828
2007,Серединний пояс,Бобринецький район,0.5369,0.3089
2007,Серединний пояс,м. Умань,0.5399,0.2265
2007,Серединний пояс,Гребінківський район,0.5425,0.3056
2007,Серединний пояс,м. Жмеринка,0.5450,0.3230
2007,Серединний пояс,м. Бердичів,0.5475,0.3234
2007,Серединний пояс,Оржицький район,0.5480,0.2957
2007,Серединний пояс,Кременчуцький район,0.5493,0.3215
2007,Серединний пояс,Любарський район,0.5524,0.1917
2007,Серединний пояс,Долинський район,0.5526,0.3096
2007,Серединний пояс,Устинівський район,0.5534,0.2514
2007,Серединний пояс,Дзержинський район,0.5544,0.2670
2007,Серединний пояс,Хорольський район,0.5556,0.2637
2007,Серединний пояс,Чорнобаївський район,0.5567,0.2758
2007,Серединний пояс,Великобагачанський район,0.5576,0.2727
2007,Серединний пояс,м. Київ (Печерський район),0.5616,0.2686
2007,Серединний пояс,Христинівський район,0.5646,0.2366
2007,Серединний пояс,Новосанжарський район,0.5675,0.2776
2007,Серединний пояс,Машівський район,0.5683,0.2978
2007,Серединний пояс,Олександрійський район,0.5691,0.2605
2007,Серединний пояс,Котелевський район,0.5691,0.2708
2007,Серединний пояс,Новоукраїнський район,0.5746,0.2562
2007,Серединний пояс,Чорнухівський район,0.5768,0.2453
2007,Серединний пояс,Поліський  район,0.5777,0.2504
2007,Серединний пояс,м. Черкаси,0.5789,0.2805
2007,Серединний пояс,Сокирянський район,0.5808,0.2837
2007,Серединний пояс,Семенівський район,0.5813,0.2692
2007,Серединний пояс,м. Шепетівка,0.5851,0.2883
2007,Серединний пояс,м. Київ (Шевченківський район),0.5872,0.2429
2007,Серединний пояс,м. Старокостянтинів,0.5886,0.2839
2007,Серединний пояс,Полтавський район,0.5925,0.2787
2007,Серединний пояс,м. Новодністровськ,0.5941,0.2982
2007,Серединний пояс,Лубенський район,0.5966,0.2579
2007,Серединний пояс,Диканський район,0.5975,0.2617
2007,Серединний пояс,м. Київ (Солом'янський район),0.5976,0.2419
2007,Серединний пояс,Зіньківський район,0.5997,0.2389
2007,Серединний пояс,Глобинський район,0.6036,0.2432
2007,Серединний пояс,Бердичівський район,0.6037,0.2640
2007,Серединний пояс,Віньковецький район,0.6043,0.2152
2007,Серединний пояс,Піщанський район,0.6081,0.2500
